node,sample_idx,split,label,n_nodes,n_edges,is_phisher,out_degree,in_degree,direction_ratio,max_out_amount,min_out_amount,avg_out_amount,max_in_amount,min_in_amount,avg_in_amount,account_balance,lifetime_days,active_days,freq_out_short,freq_in_short,freq_out_long,freq_in_long,short_long_out_ratio,short_long_in_ratio,katz_centrality,betweenness_centrality,degree_centrality,closeness_centrality,clustering_coefficient,eigenvector_centrality,in_degree_centrality,out_degree_centrality
0xe0250ecb8cea2ae3454515768fe4eb8904383460,1006,TRAIN,0,15594,21832,False,2,0,1.0,0.22216,0.20816,0.21516,0.0,0.0,0.0,-0.43032,0,1,0.066667,0.0,0.011111,0.0,5.999999,0.0,0.00728894,0.0,0.00012826,0.0,0.0,5.132e-05,0.0,0.00012826
0xf10192d1d85cee529ed5e3bc88734e8bae464399,1007,TRAIN,0,7014,26785,False,1,1,0.5,0.054244,0.054244,0.054244,0.055,0.055,0.055,0.000756,0,1,0.033333,0.033333,0.005556,0.005556,5.999999,5.999999,0.01174305,0.0,0.00028518,0.02932999,0.0,0.0,0.00014259,0.00014259
0x17178a182d3177337301a57bd0c017bf74d5adbe,1008,TRAIN,0,1518,10325,False,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.033333,0.0,0.005556,0.0,5.999999,0.0,0.02506523,0.0,0.0006592,0.0,0.0,0.0,0.0,0.0006592
0xa519ef9fa2d07734b859c09b9140e83a5e848f58,1009,TRAIN,0,7316,10860,False,1,0,1.0,0.999895,0.999895,0.999895,0.0,0.0,0.0,-0.999895,0,1,0.033333,0.0,0.005556,0.0,5.999999,0.0,0.01083708,0.0,0.00013671,0.0,0.0,0.0,0.0,0.00013671
0xc4feffd8b014ba64ca6b4a61a39f86ebfda1eeaf,1010,TRAIN,0,481,3513,False,0,1,0.0,0.0,0.0,0.0,0.094096,0.094096,0.094096,0.094096,0,1,0.0,0.033333,0.0,0.005556,0.0,5.999999,0.04547149,0.0,0.00208333,0.27968847,0.0,0.00019604,0.00208333,0.0
0x7583898eb8cae797c81af113478eecfb04b5f9ef,1011,TRAIN,0,4608,10761,False,0,5,0.0,0.0,0.0,0.0,1.0,0.2,0.5,2.5,3,4,0.0,0.166667,0.0,0.027778,0.0,6.0,0.01473092,0.0,0.00021706,0.00065118,0.0,0.00139948,0.00021706,0.0
0xb0e8c7dc60b1de7db5258e0a4e5c321cdfdd12c3,1012,TRAIN,0,5816,12390,False,1,0,1.0,0.050184,0.050184,0.050184,0.0,0.0,0.0,-0.050184,0,1,0.033333,0.0,0.005556,0.0,5.999999,0.0,0.01220744,0.0,0.00017197,0.0,0.0,0.0,0.0,0.00017197
0x41744b1e374bab8e720aaba75834f033750c2e39,1013,TRAIN,0,5643,17583,False,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.066667,0.0,0.011111,0.0,5.999999,0.0,0.01239618,0.0,0.00017724,0.0,0.0,0.0,0.0,0.00017724
0xb6f94520684c6da00f136e3ae2a5cac9cc488565,1014,TRAIN,0,7316,10860,False,0,2,0.0,0.0,0.0,0.0,1.04591,0.226686,0.636298,1.272597,6,2,0.0,0.066667,0.0,0.011111,0.0,5.999999,0.01201431,0.0,0.00013671,0.28407546,0.0,0.00018799,0.00013671,0.0
0x1e2da683f4f8b5898d218707d614ab7387ca9aa2,1015,TRAIN,0,3,2,False,0,1,0.0,0.0,0.0,0.0,0.00095,0.00095,0.00095,0.00095,0,1,0.0,0.033333,0.0,0.005556,0.0,5.999999,0.5783173,0.0,0.5,0.66666667,0.0,0.0,0.5,0.0
0xd19ead940b26063a30204787ad61740535250532,1016,TRAIN,0,77486,365126,False,30,5,0.857143,0.001,0.0,0.000117,0.570146,0.0145,0.251929,1.256136,117,16,0.233333,0.066667,0.166667,0.027778,1.4,2.4,0.00384216,0.0,0.00034845,0.07220658,0.05538462,9.96e-06,5.162e-05,0.00029683
0xc4841948e38d180f77e0292f0137cc866d5f090f,1017,TRAIN,1,10323,104333,True,6,2,0.75,4.98,0.0,0.857695,5.0,0.162319,2.581159,0.016149,89,7,0.033333,0.0,0.033333,0.011111,1.0,0.0,0.00982008,1.938e-05,0.0004844,0.07112716,0.0,0.00027686,0.00019376,0.00029064
0x2ede4eb0fe6ca583b5cf9fdc5c100ecea119da7d,1018,TRAIN,1,62196,618575,True,29,26,0.527273,0.795486,0.0,0.042917,29.983129,0.022903,2.873114,73.456368,40,10,0.233333,0.133333,0.161111,0.144444,1.448276,0.923077,0.00471093,0.0011649,0.00070745,0.06979198,0.03100775,0.00014932,0.0003698,0.00033765
0x9fc552f44cfeea9fb4574f15b944ace442357c06,1019,TRAIN,0,970,6528,False,0,2,0.0,0.0,0.0,0.0,31.599,9.999,20.799,41.598,71,2,0.0,0.033333,0.0,0.011111,0.0,3.0,0.03210588,0.0,0.00103199,0.02502852,0.0,0.0,0.00103199,0.0
0xa9431667a589be61592d3809caaa2d60be9bd558,1020,TRAIN,0,7050,26657,False,1,1,0.5,6.999391,6.999391,6.999391,7.0,7.0,7.0,0.000609,0,1,0.033333,0.033333,0.005556,0.005556,5.999999,5.999999,0.01172963,0.0,0.00028373,0.03139326,0.0,0.0,0.00014186,0.00014186
0xfa6d6b63e5e7526f941c945a1de7dbd947f0d116,1021,TRAIN,0,14082,40123,False,3,1,0.75,0.95,0.0,0.316667,0.001,0.001,0.001,-0.949,211,4,0.033333,0.0,0.016667,0.0,2.0,0.0,0.00824067,0.0,0.00028407,0.00030301,0.0,1.314e-05,7.102e-05,0.00021305
0xc5510cb33713d53af00ad488848c899fa310d367,1022,TRAIN,0,8708,23918,False,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,2,0.033333,0.0,0.011111,0.0,3.0,0.0,0.01009539,0.0,0.0002297,0.0,0.0,0.0,0.0,0.0002297
0x792cc6feeda1d3da2f25bf91561520fdf3c71366,1023,TRAIN,0,14,4883,False,0,1,0.0,0.0,0.0,0.0,0.22,0.22,0.22,0.22,0,1,0.0,0.033333,0.0,0.005556,0.0,5.999999,0.26727028,0.0,0.07692308,0.25174825,0.0,0.0,0.07692308,0.0
0x030ac093aea737f4762444fb7b9a6edad223b466,1024,TRAIN,0,15,34,False,0,2,0.0,0.0,0.0,0.0,0.097,0.097,0.097,0.194,0,1,0.0,0.066667,0.0,0.011111,0.0,5.999999,0.25829293,0.0,0.07142857,0.23376623,0.0,0.07234754,0.07142857,0.0
0xbdb14b4934d75a9530107d4b804522e505f2535c,1025,TRAIN,0,10984,23216,False,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.033333,0.0,0.005556,0.0,5.999999,0.0,0.00840781,0.0,9.105e-05,0.0,0.0,5.392e-05,0.0,9.105e-05
0x98e5bd811609cd7065226163bb5bf1c7fa0bba2e,1026,TRAIN,0,187,241,False,1,1,0.5,0.094847,0.094847,0.094847,0.094952,0.094952,0.094952,0.000105,0,1,0.033333,0.033333,0.005556,0.005556,5.999999,5.999999,0.07300448,0.00084278,0.01075269,0.04171301,0.0,0.00361669,0.00537634,0.00537634
0xce610783f0a26ed13ec1e805521277c182d42d40,1027,TRAIN,0,5165,16773,False,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.066667,0.0,0.011111,0.0,5.999999,0.0,0.01301128,0.0,0.00019365,0.0,0.0,0.0,0.0,0.00019365
0x99bc74d7f5afb171a0561f9bbbea0b1a5202a853,1028,TRAIN,0,6592,29913,False,1,1,0.5,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0,1,0.033333,0.033333,0.005556,0.005556,5.999999,5.999999,0.01146035,0.0,0.00030344,0.01164479,1.0,0.0,0.00015172,0.00015172
0xa5daa07e54ce9dcb563e0777a78a1529484c3a8c,1029,TRAIN,0,181,238,False,1,1,0.5,0.19066,0.19066,0.19066,0.19118,0.19118,0.19118,0.000519,0,1,0.033333,0.033333,0.005556,0.005556,5.999999,5.999999,0.07417388,0.0,0.01111111,0.25510467,0.0,0.00709415,0.00555556,0.00555556
0x5fd203379df492a4d4dc205122a93d7cf4f9d773,1030,TRAIN,0,15179,21350,False,1,1,0.5,0.0,0.0,0.0,6.4e-05,6.4e-05,6.4e-05,6.4e-05,0,1,0.033333,0.033333,0.005556,0.005556,5.999999,5.999999,0.00784142,0.0,0.00013177,0.00015059,0.0,8.415e-05,6.588e-05,6.588e-05
0x4954c1dd48f95915b35a32ff0b713246874450a4,1031,TRAIN,0,4083,13099,False,1,0,1.0,0.986,0.986,0.986,0.0,0.0,0.0,-0.986,0,1,0.033333,0.0,0.005556,0.0,5.999999,0.0,0.01483154,0.0,0.00024498,0.0,0.0,0.0,0.0,0.00024498
0x32ff0c9a7a9ad636e9cd09aa9616a3bb0c2c1484,1032,TRAIN,1,9440,47359,True,2,2,0.5,0.1417,0.126,0.13385,0.142192,0.12669,0.134441,0.001182,28,3,0.066667,0.066667,0.011111,0.011111,5.999999,5.999999,0.01013529,0.0,0.00042377,0.13399994,0.16666667,1.87e-06,0.00021189,0.00021189
0x5e2ec1331ead89b03df04335f3526e298e99d37f,1033,TRAIN,1,66,122,True,3,8,0.272727,36.942084,0.02,12.327361,18.45,0.001,4.623083,0.002583,8,4,0.1,0.266667,0.016667,0.044444,6.0,6.0,0.12488571,0.02932692,0.09230769,0.48106012,0.16666667,0.00292223,0.06153846,0.03076923
0x25f64485d969e80b0c169854d610fe48e864ae40,1034,TRAIN,0,58,8039,False,1,1,0.5,0.098538,0.098538,0.098538,0.099798,0.099798,0.099798,0.00126,338,2,0.033333,0.0,0.005556,0.0,5.999999,0.0,0.13096319,0.01535088,0.03508772,0.42982456,0.0,0.00094506,0.01754386,0.01754386
0x180269a8cfdcc810ea3ad88947a92709a0a86cc9,1035,TRAIN,1,9985,46075,True,4,3,0.571429,0.004,0.0,0.001,0.005,0.0005,0.002833,0.0045,60,3,0.1,0.066667,0.022222,0.016667,4.5,4.0,0.00928788,0.0,0.00060096,0.01266088,0.7,1e-08,0.00020032,0.00040064
0xa70dc69fadd64375f5cc6a53796e120207eecb13,1036,TRAIN,0,3407,10383,False,4,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,4,0.066667,0.0,0.022222,0.0,3.0,0.0,0.0163678,0.0,0.0002936,0.0,0.0,3.2e-05,0.0,0.0002936
0x4585020a1a64320cee23f5334b0250a8b1675fed,1037,TRAIN,0,8784,10625,False,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0.066667,0.0,0.011111,0.0,5.999999,0.0,0.00962095,0.0,0.00011386,0.0,0.0,4.834e-05,0.0,0.00011386
0x83440612beca549ac87ff261ca7725425f7ab1a0,1038,TRAIN,0,5782,12795,False,0,1,0.0,0.0,0.0,0.0,1.528,1.528,1.528,1.528,0,1,0.0,0.033333,0.0,0.005556,0.0,5.999999,0.01314898,0.0,0.00017298,0.00108273,0.0,0.0,0.00017298,0.0
0x7a12c482c9f8c5297f8aeed1dcb32f0536742b21,1039,TRAIN,0,2558,7201,False,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.033333,0.0,0.005556,0.0,5.999999,0.0,0.01907574,0.0,0.00039108,0.0,0.0,0.0,0.0,0.00039108
0xa212c971037e3dd090e2147e9be90c190d390387,1040,TRAIN,0,6222,13889,False,0,1,0.0,0.0,0.0,0.0,0.99,0.99,0.99,0.99,0,1,0.0,0.033333,0.0,0.005556,0.0,5.999999,0.01310387,0.0,0.00016075,0.34036294,0.0,1.51e-06,0.00016075,0.0
0x91ec4699a0517e9faf0b651a8c613a71fff9b2a2,1041,TRAIN,0,8930,26435,False,1,0,1.0,0.097,0.097,0.097,0.0,0.0,0.0,-0.097,0,1,0.033333,0.0,0.005556,0.0,5.999999,0.0,0.00972962,0.0,0.00011199,0.0,0.0,0.0,0.0,0.00011199
0xbdd3cd93d1181701962407d84a333a0070217792,1042,TRAIN,0,5356,10266,False,0,1,0.0,0.0,0.0,0.0,1.024485,1.024485,1.024485,1.024485,0,1,0.0,0.033333,0.0,0.005556,0.0,5.999999,0.01366385,0.0,0.00018674,0.00070387,0.0,1.67e-06,0.00018674,0.0
0xf57a32f8ca06257a358b53bd30c0b82170d62d59,1043,TRAIN,1,3399,144976,True,2,1,0.666667,0.008706,0.0,0.004353,0.01,0.01,0.01,0.001294,122,2,0.033333,0.0,0.011111,0.005556,3.0,0.0,0.01620293,1.96e-06,0.00088287,0.04230503,0.66666667,0.0,0.00029429,0.00058858
0x72cef3c65397ca144cf5b61286565916e580cdd1,1044,TRAIN,0,18,23,False,0,1,0.0,0.0,0.0,0.0,32.2,32.2,32.2,32.2,0,1,0.0,0.033333,0.0,0.005556,0.0,5.999999,0.23554389,0.0,0.05882353,0.45638945,0.0,0.70181893,0.05882353,0.0
0x0e5a6a21a2afaa100657bf0dd612df889b6e4cad,1045,TRAIN,0,7531,15914,False,0,1,0.0,0.0,0.0,0.0,0.071596,0.071596,0.071596,0.071596,0,1,0.0,0.033333,0.0,0.005556,0.0,5.999999,0.01151074,0.0,0.0001328,0.00527395,0.0,0.0,0.0001328,0.0
0x8dd0c651ef16da76bcace47f1e9e4408247b6e3b,1046,TRAIN,1,860,12511,True,2,1,0.666667,0.008728,0.0,0.004364,0.01,0.01,0.01,0.001272,0,1,0.066667,0.033333,0.011111,0.005556,5.999999,5.999999,0.03396014,0.01194639,0.00349243,0.20841858,0.0,0.0,0.00116414,0.00232829
0x610dc41afca9203194c03b45d887f06ff3eed9f4,1047,TRAIN,0,16812,37836,False,3,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108,3,0.033333,0.0,0.016667,0.0,2.0,0.0,0.00712421,0.0,0.00017845,0.0,0.0,3.121e-05,0.0,0.00017845
0xef438148ef1b99c5866d1a03883511c38e554aee,1048,TRAIN,0,1622,7215,False,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.033333,0.0,0.005556,0.0,5.999999,0.0,0.02422502,0.0,0.0006169,0.0,0.0,2e-08,0.0,0.0006169
0xb248bd05c3c595eaa3ef27891b35d89729f8f90d,1049,TRAIN,0,8853,10217,False,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.033333,0.0,0.005556,0.0,5.999999,0.0,0.00957732,0.0,0.00011297,0.0,0.0,4.464e-05,0.0,0.00011297
0xa8cb50ebf352b8a5369778a4509fa1de6be83004,1050,TRAIN,0,1069,2036,False,3,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,0.1,0.0,0.016667,0.0,6.0,0.0,0.03003648,0.0,0.00093633,0.0,0.0,0.00011146,0.0,0.00093633
0x58e4248ac427c4c88fbacfdfec6611b430fe9388,1051,TRAIN,0,21235,88739,False,14,1,0.933333,0.0,0.0,0.0,3e-06,3e-06,3e-06,3e-06,438,12,0.066667,0.0,0.011111,0.0,5.999999,0.0,0.00658998,0.0,0.00037675,0.00015413,0.0,1.607e-05,4.709e-05,0.00032966
0x48b9d9eb8a7afaf8790edb56a90300a1b7fa1846,1052,TRAIN,0,20979,61121,False,6,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308,4,0.033333,0.0,0.005556,0.0,5.999999,0.0,0.00645611,0.0,0.00028601,0.0,0.0,9.13e-06,0.0,0.00028601
0xd9ebf9f1acb1b576b412a5cea23c975c67e9f69a,1053,TRAIN,0,5821,56691,False,1,0,1.0,0.9994,0.9994,0.9994,0.0,0.0,0.0,-0.9994,0,1,0.033333,0.0,0.005556,0.0,5.999999,0.0,0.01245901,0.0,0.00017182,0.0,0.0,0.0,0.0,0.00017182
0xd895424d7848db8b1b9ce8abbe0a878e65b4b392,1054,TRAIN,0,6383,10740,False,0,1,0.0,0.0,0.0,0.0,20.0,20.0,20.0,20.0,0,1,0.0,0.033333,0.0,0.005556,0.0,5.999999,0.01255289,0.0,0.00015669,0.098954,0.0,0.0,0.00015669,0.0
0xc2fd32051bbd69c1d44d33c2bac27b27f10f0bdd,1055,TRAIN,0,5256,14022,False,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.066667,0.0,0.011111,0.0,5.999999,0.0,0.01290853,0.0,0.00019029,0.0,0.0,0.0,0.0,0.00019029
0x04727c2bb15f2b83e7d3ce88b008aa68dccea0c4,1056,TRAIN,0,12,15,False,1,1,0.5,0.0001,0.0001,0.0001,0.001,0.001,0.001,0.0009,0,1,0.033333,0.033333,0.005556,0.005556,5.999999,5.999999,0.28853786,0.05454545,0.18181818,0.12121212,0.0,0.0,0.09090909,0.09090909
0x8eaede03e73d5c4d254670afe5ef33e7feaec207,1057,TRAIN,0,2620,10120,False,0,1,0.0,0.0,0.0,0.0,1.055,1.055,1.055,1.055,0,1,0.0,0.033333,0.0,0.005556,0.0,5.999999,0.0195886,0.0,0.00038183,0.15406667,0.0,0.00048055,0.00038183,0.0
0x11509f34cbe72b0f47a4b3dbb3501140d25f0f0a,1058,TRAIN,0,8356,17265,False,0,1,0.0,0.0,0.0,0.0,1.072205,1.072205,1.072205,1.072205,0,1,0.0,0.033333,0.0,0.005556,0.0,5.999999,0.01092484,0.0,0.00011969,0.00053638,0.0,0.0,0.00011969,0.0
0xbb0b02209df714cd8e68c0cc10729b8bbfbf5ff7,1059,TRAIN,0,6977,25797,False,1,1,0.5,13.26458,13.26458,13.26458,13.265,13.265,13.265,0.00042,0,1,0.033333,0.033333,0.005556,0.005556,5.999999,5.999999,0.01176833,0.0,0.0002867,0.02209892,0.0,0.0,0.00014335,0.00014335
0x73f7b2257c688677ff9cc7bdd2d05e5076e0ae42,1060,TRAIN,1,16022,363960,True,1,6,0.142857,2.523149,2.523149,2.523149,0.865186,0.012537,0.420595,0.00042,24,4,0.033333,0.2,0.005556,0.033333,5.999999,6.0,0.00820693,0.0,0.00043693,0.05912373,0.04761905,4.9e-07,0.00037451,6.242e-05
0xf36b756013f80b162e8713fb37df7dda0cd7f143,1061,TRAIN,1,6193,213766,True,2,2,0.5,1.690278,0.002,0.846139,1.0,0.694,0.847,0.001722,1,2,0.066667,0.066667,0.011111,0.011111,5.999999,5.999999,0.0125137,0.0,0.0004845,0.04404827,0.33333333,0.0,0.000323,0.0001615
0xcecafbdbbb5d5baf57844a6611e36fc781aad017,1062,TRAIN,0,1983,14639,False,9,0,1.0,236.9,0.0,79.533333,0.0,0.0,0.0,-715.8,184,4,0.066667,0.0,0.027778,0.0,2.4,0.0,0.02193819,0.0,0.00100908,0.0,0.0,0.0,0.0,0.00100908
0xaa2f9f4656e2da26dcbb1b78951516fe9c933bac,1063,TRAIN,0,1953,3123,False,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.033333,0.0,0.005556,0.0,5.999999,0.0,0.02197393,0.0,0.0005123,0.0,0.0,1.3e-07,0.0,0.0005123
0x35612bad65e2ee21ef9493584d5049a39915dbe0,1064,TRAIN,1,7952,136898,True,1,3,0.25,17.290453,17.290453,17.290453,9.290663,1.0,5.763554,0.00021,0,2,0.033333,0.1,0.005556,0.016667,5.999999,6.0,0.01060389,0.0,0.00025154,0.05786855,0.0,0.0,0.00012577,0.00012577
0xcb21a3817ef54c268702d048c7a0f4b855ac8212,1065,TRAIN,0,2553,16199,False,1,1,0.5,2.099102,2.099102,2.099102,2.1,2.1,2.1,0.000898,1,2,0.033333,0.033333,0.005556,0.005556,5.999999,5.999999,0.0192567,0.0,0.0007837,0.21020783,1.0,0.0,0.00039185,0.00039185
0x083decd138040a7aa31359c93c545c72dbcdaa64,1066,TRAIN,0,8356,17265,False,0,1,0.0,0.0,0.0,0.0,1.725463,1.725463,1.725463,1.725463,0,1,0.0,0.033333,0.0,0.005556,0.0,5.999999,0.01092484,0.0,0.00011969,0.00053638,0.0,0.0,0.00011969,0.0
0xd448b1674f3ee636592e1f47cfbd495c8903af28,1067,TRAIN,0,8679,21643,False,3,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,3,0.033333,0.0,0.016667,0.0,2.0,0.0,0.01013303,0.0,0.00023047,0.0,0.0,0.0,0.0,0.00023047
0xa2eced37639cd6d6b324e7d31f3a0fb5b334783a,1068,TRAIN,0,2647,12915,False,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.033333,0.0,0.005556,0.0,5.999999,0.01941766,0.0,0.00037793,0.13728276,0.0,0.0,0.00037793,0.0
0x2560645c856c0c8387c61852e27216c73a00f46d,1069,TRAIN,0,2358,10286,False,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.033333,0.0,0.005556,0.0,5.999999,0.0,0.01991389,0.0,0.00042427,0.0,0.0,0.0,0.0,0.00042427
0x24ff2b528f3d601668db97420e148066cc9d5f37,1070,TRAIN,0,4348,8881,False,1,0,1.0,0.099,0.099,0.099,0.0,0.0,0.0,-0.099,0,1,0.033333,0.0,0.005556,0.0,5.999999,0.0,0.01430389,0.0,0.00023004,0.0,0.0,0.0,0.0,0.00023004
0xb8d2103678bfd32403aba188904c65bc78f2a42c,1071,TRAIN,0,1536,2976,False,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.033333,0.0,0.005556,0.0,5.999999,0.0,0.02491912,0.0,0.00065147,0.0,0.0,0.0,0.0,0.00065147
0x6a63668a1635484fc1a99bc6060e697b9699c32e,1072,TRAIN,0,7690,12494,False,0,2,0.0,0.0,0.0,0.0,1.2564,0.65974,0.95807,1.91614,0,1,0.0,0.066667,0.0,0.011111,0.0,5.999999,0.01180098,0.0,0.00013006,0.31684949,0.0,5.95e-06,0.00013006,0.0
0x66db10b34e0d7ec2f48fe8fa80d8a9ed59fb205a,1073,TRAIN,0,41,827,False,0,3,0.0,0.0,0.0,0.0,7.63,2.720345,5.450115,16.350345,228,3,0.0,0.033333,0.0,0.005556,0.0,5.999999,0.15612886,0.0,0.025,0.20645161,0.0,0.00020281,0.025,0.0
0xec3cfdf6b31f61acacee57f405f6b93995281568,1074,TRAIN,0,8089,9998,False,0,1,0.0,0.0,0.0,0.0,0.0024,0.0024,0.0024,0.0024,0,1,0.0,0.033333,0.0,0.005556,0.0,5.999999,0.01111867,0.0,0.00012364,0.00022255,0.0,0.00361793,0.00012364,0.0
0xe85272123cc40ea4b59238a60feea264c91686b8,1075,TRAIN,0,8617,10561,False,1,0,1.0,0.451344,0.451344,0.451344,0.0,0.0,0.0,-0.451344,0,1,0.033333,0.0,0.005556,0.0,5.999999,0.0,0.00974872,0.0,0.00011606,0.0,0.0,0.0,0.0,0.00011606
0x2cef22e4380a39aa41324eac92e9525ab7c6053a,1076,TRAIN,0,4282,20602,False,2,0,1.0,0.395,0.095,0.245,0.0,0.0,0.0,-0.49,0,1,0.066667,0.0,0.011111,0.0,5.999999,0.0,0.01477167,0.0,0.00023359,0.0,0.0,0.0,0.0,0.00023359
0x7ff6cd3e81982382cf5573ac16dec00268d0ce54,1077,TRAIN,0,78,206,False,0,1,0.0,0.0,0.0,0.0,0.027,0.027,0.027,0.027,0,1,0.0,0.033333,0.0,0.005556,0.0,5.999999,0.113084,0.0,0.01298701,0.05541126,0.0,0.0,0.01298701,0.0
0x4f5a26ac3be96ca9b1d8e1d7ef070f1b35d35a0b,1078,TRAIN,0,6111,10908,False,0,3,0.0,0.0,0.0,0.0,0.12,0.017,0.061333,0.184,5,3,0.0,0.1,0.0,0.016667,0.0,6.0,0.01282954,0.0,0.00016367,0.12299558,0.0,2.733e-05,0.00016367,0.0
0x2ed7f9d76115ade96b43733a898d694e396b90ef,1079,TRAIN,0,3235,12282,False,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.033333,0.0,0.005556,0.0,5.999999,0.0,0.01682037,0.0,0.00030921,0.0,0.0,0.0,0.0,0.00030921
0xd714de3682d12b137951384fcdbb2392418d6a43,1080,TRAIN,0,15,23,False,0,1,0.0,0.0,0.0,0.0,37.260728,37.260728,37.260728,37.260728,0,1,0.0,0.033333,0.0,0.005556,0.0,5.999999,0.25798518,0.0,0.07142857,0.51851852,0.0,0.99999922,0.07142857,0.0
0x51627ebb7e49e0c6262f71008a4380cc9d876332,1081,TRAIN,0,1697,3717,False,0,1,0.0,0.0,0.0,0.0,0.518881,0.518881,0.518881,0.518881,0,1,0.0,0.033333,0.0,0.005556,0.0,5.999999,0.02427523,0.0,0.00058962,0.01636338,0.0,9.47e-05,0.00058962,0.0
0xab88763a0dd80cee6ec3c9ae92bfae211cd046ef,1082,TRAIN,0,2048,16313,False,2,0,1.0,1.5,0.0,0.75,0.0,0.0,0.0,-1.5,17,2,0.066667,0.0,0.011111,0.0,5.999999,0.0,0.0214733,0.0,0.00097704,0.0,0.0,0.0,0.0,0.00097704
0x2986d107e2badbdbfb78d4d6b32941eb03c27043,1083,TRAIN,0,5872,22519,False,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,2,0.033333,0.0,0.011111,0.0,3.0,0.0,0.01251713,0.0,0.00034066,0.0,0.0,0.0,0.0,0.00034066
0x246383881c671c26736861628739f7b8ca85afbc,1084,TRAIN,1,64348,537362,True,26,5,0.83871,0.0,0.0,0.0,0.825367,0.005605,0.172809,0.864043,141,9,0.866667,0.033333,0.144444,0.027778,6.0,1.2,0.00365816,0.0,0.00029527,0.03432161,0.08187135,2.17e-06,3.108e-05,0.00026419
0x4a27d1da0521e23126a0dab57f028cd698721266,1085,TRAIN,0,8013,14468,False,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.033333,0.0,0.005556,0.0,5.999999,0.0,0.0101434,0.0,0.00012481,0.0,0.0,1e-08,0.0,0.00012481
0xc5c3e2c2daf80792a5dda3f647c76e0e637e4c3c,1086,TRAIN,0,6582,13038,False,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.033333,0.0,0.005556,0.0,5.999999,0.0,0.01136607,0.0,0.00015195,0.0,0.0,0.0,0.0,0.00015195
0x068fd440ee4ef652bbb528ace7197566e5e2446b,1087,TRAIN,0,523,12148,False,1,1,0.5,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0,1,0.033333,0.033333,0.005556,0.005556,5.999999,5.999999,0.04342098,0.0,0.00383142,0.14607438,1.0,0.0,0.00191571,0.00191571
0xcba1e79e47dd511b87dcc69b279953543d453fc5,1088,TRAIN,1,10972,293800,True,2,15,0.117647,15.713515,5.0,10.356758,5.4,0.05,1.381016,0.001722,31,4,0.066667,0.166667,0.011111,0.083333,5.999999,2.0,0.01020139,2.735e-05,0.00127609,0.12695086,0.0,0.00011109,0.00118494,9.115e-05
0x6fea74b4c9514a6991325b12648daf8d2b0b8df0,1089,TRAIN,0,7825,13745,False,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.033333,0.0,0.005556,0.0,5.999999,0.0,0.01028714,0.0,0.00012781,0.0,0.0,4.667e-05,0.0,0.00012781
0xd9cd7461f960e56364a294f124aac77b25e2b784,1090,TRAIN,1,32952,168457,True,12,6,0.666667,17.947682,0.0,1.619863,16.651041,0.000575,3.243158,0.020585,10,3,0.4,0.2,0.066667,0.033333,6.0,6.0,0.0058534,0.03017451,0.00042487,0.0588444,0.09090909,1.089e-05,0.00015174,0.00027313
0x7a799e78eb926f8db8d7a2d3a38cf240a57ac4bc,1091,TRAIN,0,208,8286,False,1,1,0.5,0.299475,0.299475,0.299475,0.3,0.3,0.3,0.000525,0,1,0.033333,0.033333,0.005556,0.005556,5.999999,5.999999,0.06879377,0.0,0.00966184,0.24503403,0.0,0.0,0.00483092,0.00483092
